Feature,Max_Pearson,Max_Spearman,Max_dCor,Max_NMI,VIF,Cluster_Size,mRMR_Excluded_Target,mRMR_Rank,mRMR_Selected,N_Flags
p2p_ratio,0.7930056209515808,0.9717551198897866,0.7963022148823539,0.6029500834766859,17.050581114421707,3,False,4.0,True,3
p2c_ratio,0.5369576820765787,0.9989708070432688,0.7396641942990927,0.45969066308386913,7.973878613802378,2,False,,False,3
n_customers,0.599758767345333,0.9989708070432688,0.7396641942990927,0.4671703546361082,2.6372596624424913,2,False,2.0,True,2
n_peers,0.5352920801653618,0.9717551198897866,0.761232223719411,0.6029500834766859,1.8078542247627523,3,False,3.0,True,2
provider_ratio,0.7930056209515808,0.831366023807047,0.7963022148823539,0.547309564626056,22.31904138911889,3,False,1.0,True,2
n_providers,0.3019021503889191,0.32539076420253177,0.42790214819435746,0.30523063621494273,1.3486270842554082,1,False,,False,1
n_unknown_rel,0.599758767345333,0.32942099624581445,0.4329565822900146,0.24506331871433146,3.2986933213034098,1,False,,False,1
is_tier1,0.2752246452946421,0.3339834758096633,0.35450002964292365,0.4959559107531101,1.204219776403046,1,False,,False,1
