Feature,VIF
provider_ratio,22.31904138911889
p2p_ratio,17.050581114421707
p2c_ratio,7.973878613802378
n_unknown_rel,3.2986933213034098
n_customers,2.6372596624424913
n_peers,1.8078542247627523
n_providers,1.3486270842554082
is_tier1,1.204219776403046
